регион;произведено;всего;добыча полезных ископаемых;сельское хоз-во;строительство;транспортировка;эк деятельность;городское и сельское население;потери;год
Кемеровская область;20092.3;36099.5;27097.8;209.7;193.6;1904.5;1441.3;3104.2;1796.6;2013
Кемеровская область;21491.1;35892;26479.1;221.6;200.6;2035;1671.9;3111.1;1786.1;2014
Кемеровская область;21491.1;35892;26479.1;221.6;200.6;2035;1671.9;3111.1;1786.1;2015
Кемеровская область;24442.6;35069;24959.6;204.1;159.3;1994.3;1603.7;3704.4;1815.2;2016
Кемеровская область;24706.7;35670.4;25295.9;274.3;128.5;2224.2;1662.1;3603.8;1743.6;2017
Кемеровская область;24706.7;35670.4;25295.9;274.3;128.5;2224.2;1662.1;3603.8;1743.6;2018
Кемеровская область;22201;35312.9;24795.7;278.2;116.8;2582.2;1692.1;3612.5;1639;2019
Кемеровская область;20565.2;34165.5;24663.5;237.6;111.4;1882.8;1506;3558.3;1552.1;2020
Кемеровская область;18715.6;33398.9;24621.8;206.2;91.4;1928.8;1463.9;2954.1;1641.5;2021
Кемеровская область;21366.9;33661.7;24771.8;231.8;98.7;1962.3;1531.3;3014.9;1552;2022
Кемеровская область;20773.7;34214.2;24922.1;212.6;99.3;1966.9;1793.2;3012.3;1677.6;2023
Кировская область;4267.3;7068.7;3063.7;295.3;31.4;1007.3;609.4;875.5;1186.1;2005
Кировская область;4477.6;7236.8;3309.9;273.4;32.5;1115.8;753.7;859;892.5;2006
Кировская область;4630.1;7368.3;3393.8;247.7;30.2;1129.3;871.4;871;824.9;2007
Кировская область;4695.3;7377.8;3364;230.1;76.5;1138.1;957.5;773.4;838.2;2008
Кировская область;4798.3;6955.3;3052.5;219.5;59.6;1065.6;965.9;817.7;774.5;2009
Кировская область;4344.9;7242.8;3080.2;216.3;59;1046.7;1011.2;888.9;940.5;2010
Кировская область;4196.1;7352;2919;243.8;73.8;1086.2;1153.4;882.3;993.5;2011
Кировская область;4294.1;7558.6;3045.5;298.3;86.7;1137.2;734.8;901.2;1000.9;2012
Кировская область;4059.6;7399.3;3046.1;280.2;83.8;1087.7;768.200000000001;882.4;898.1;2013
Кировская область;4771.3;7471.5;3055.2;271.5;87;1117.3;786;904.7;891.6;2014
Кировская область;4771.3;7471.5;3055.2;271.5;87;1117.3;786;904.7;891.6;2015
Кировская область;4554.9;7331.4;3105.1;258;100.7;1087.7;699.6;940;774.1;2016
Кировская область;4467.2;7353.2;3220.9;261.8;101.9;1090.5;517.7;1018.1;702.6;2017
Кировская область;4467.2;7353.2;3220.9;261.8;101.9;1090.5;517.7;1018.1;702.6;2018
Кировская область;4366.4;7405.7;3285.2;248.9;96.8;1067.3;390.5;1274;611.7;2019
Кировская область;4173.3;7213.8;3149.4;232.2;90.3;997.9;356.5;1377;597.3;2020
Кировская область;4595.6;7468.3;3207;255.8;81.9;1017.8;427.8;1451;620.1;2021
Кировская область;4171.7;7635.3;3239.6;260.9;81.7;1032.8;441;1545.9;628.9;2022
Кировская область;4456.4;7624.8;3317.7;259.1;88.9;1000;400.6;1550.9;576;2023
Костромская область;13237.1;3493.4;1347.2;94.8;34.3;407.8;489.7;470.7;648.9;2005
Костромская область;13980;3595.5;1510.5;92.8;34.5;455.5;482.8;479.9;539.5;2006
Костромская область;14534.1;3652.4;1576;88;45837;491.8;477.4;458.6;531;2007
Костромская область;14822.8;3682.2;1533.2;88.3;45837;485;530.3;479;536.8;2008
Костромская область;12997.1;3648.7;1552;80;45864;495.5;542.8;500.1;451.6;2009
Костромская область;13610.8;3570.8;1483.4;76;45741;492.8;531.7;523.8;437.8;2010
Костромская область;14807.4;3537.4;1469.3;69.9;45801;489.8;543.5;522.8;417.6;2011
Костромская область;15189.9;3569.9;1364.1;87.5;45774;533.2;399.1;550.5;479.7;2012
Костромская область;15216;3453.2;1361.4;79.9;33.1;509.6;422.5;558.7;373.7;2013
Костромская область;16513.3;3617.3;1405.1;68.1;45899;525.4;409.1;558.9;517.8;2014
Костромская область;16513.3;3617.3;1405.1;68.1;45899;525.4;409.1;558.9;517.8;2015
Костромская область;15299.5;3716.2;1481.4;68.9;32.4;537.8;419.8;573;499.9;2016
Костромская область;16469.9;3714.2;1514.6;69.1;33.9;505.6;409;577.8;469;2017
Костромская область;16469.9;3714.2;1514.6;69.1;33.9;505.6;409;577.8;469;2018
Костромская область;16099.7;3728.3;1536.6;77.6;35.6;505.6;411;584.2;438.3;2019
Костромская область;10395;3485.9;1487.5;80.8;35.5;532.8;299.3;543.4;368;2020
Костромская область;15696;3882.7;1689.4;81.6;37.8;540;357.6;607.2;425.6;2021
Костромская область;17131.9;3731.8;1525.6;85.4;38.4;505.3;396.4;627.8;402.6;2022
Костромская область;15780.3;3808.7;1631.4;100.7;39.2;483.6;412;630.9;353;2023
Краснодарский край;6697.4;15921.5;3902.1;892.7;204.4;1735.4;2689.8;3475.1;3022;2005
Краснодарский край;6905;17732.2;4553.7;898.7;227.3;1872.1;3350.1;3740.7;3089.6;2006
Краснодарский край;7078.7;18333.7;4852.4;1114.9;259.5;1885.7;3519.9;3980.9;2720.4;2007
Краснодарский край;6688.9;19246.3;4844.5;786;288.9;1860.3;4371.8;3885.3;3209.5;2008
Краснодарский край;6193.6;19815.8;4654.2;765;255;1903.2;4745.2;4208.6;3284.6;2009
Краснодарский край;6619.9;19917.7;4416.3;811.7;350.7;1874.6;4559.2;4266.3;3638.9;2010
Краснодарский край;6589.4;20861.6;4521.7;829.9;376.8;1929.8;4429.8;4759.8;4013.8;2011
Краснодарский край;7979.9;21333.6;4684.4;765;464.5;2317.6;3063;5062.6;3945.7;2012
Краснодарский край;9943.5;21762.6;5051.5;723.3;473.9;2325.8;2888.5;5280.5;3977.5;2013
Краснодарский край;11992.9;21613.4;4919.4;667.2;474.3;2275.9;2784.9;5609.4;3820;2014
Краснодарский край;11992.9;21613.4;4919.4;667.2;474.3;2275.9;2784.9;5609.4;3820;2015
Краснодарский край;12056.7;23539.6;5930.7;819.4;313.6;2104.5;2457.6;6461.8;4089.5;2016
Краснодарский край;11925.6;23233;6718.3;907.8;345.9;1929.5;1762.8;6240.4;3980.4;2017
Краснодарский край;11925.6;23233;6718.3;907.8;345.9;1929.5;1762.8;6240.4;3980.4;2018
Краснодарский край;10693.2;24772.2;7483.8;920.6;327.9;2080.6;2069;7052.7;3480;2019
Краснодарский край;10825.5;25108.2;7845.6;968.1;354.2;1956.5;1958.7;7294.6;3391.5;2020
Краснодарский край;11319.1;26437.4;8507.4;1179.8;405.4;2000.1;2135;7245.4;3589.8;2021
Краснодарский край;11421.6;28516.3;7769.3;1552.9;406.4;2509.5;2463.4;8181.1;3539.9;2022
Краснодарский край;11551.1;33336.4;8509.3;2170.6;514.2;3507;2985.3;9412.4;3700.4;2023
Красноярский край;52435.8;49899.9;28061.3;530.1;358.4;1994.4;10002.5;4460.9;4492.3;2005
Красноярский край;54521.9;49345.9;37227.6;474.6;429.6;2087.1;1945.8;2714;4467.2;2006
Красноярский край;57104.9;49763.2;36569.8;415.9;913.4;2097.5;2818.3;2645.1;4303.2;2007
Красноярский край;6740.7;7247.8;2139.9;36.4;52.7;2119.9;1269.8;846.7;782.4;2008
Красноярский край;59943.6;49995.4;37171.4;391.9;614;2379.6;2211.3;2947.5;4279.7;2009
Красноярский край;61847.4;53268.3;39433.4;482.5;666.9;2490;2445.6;3227.1;4522.8;2010
Красноярский край;57825.2;52178.9;39445.6;455.8;675.6;2565.7;1778;3189.9;4068.3;2011
Красноярский край;56703.4;53840.8;40295.7;561.9;747.7;2460.6;1488.40000000001;3075.4;4273.8;2012
Красноярский край;61442.5;53127.1;39061.8;448;773.7;3331.1;1802.69999999999;3048.5;3625.1;2013
Красноярский край;65225;53181;39098;437.7;739.1;3328.6;1408.7;3075.5;4015.8;2014
Красноярский край;65225;53181;39098;437.7;739.1;3328.6;1408.7;3075.5;4015.8;2015
Красноярский край;67594.6;54249.3;39795.9;500.8;780.2;3334.6;1509;3241.9;3892.4;2016
Красноярский край;67282.3;52830.2;39947.7;432;638.2;3007.3;1012.1;2919.5;3763.4;2017
Красноярский край;67282.3;52830.2;39947.7;432;638.2;3007.3;1012.1;2919.5;3763.4;2018
Красноярский край;67760.7;54173.8;41844.2;453.1;496.1;2979.4;1065.4;2896.5;3437;2019
Красноярский край;66334.2;54734.2;42170.1;484.2;497.5;3146;943.2;3067.7;3591.6;2020
Красноярский край;68136.9;56559.9;42736.9;483.5;595.5;3694.7;1124.6;3632.8;3342.4;2021
Красноярский край;72684.4;58434.3;44572.1;515;698.1;3695.6;1182.1;3729.7;3070.2;2022
Красноярский край;74115.2;59810.9;45250.6;496.6;713;4174.3;1341.7;3668.6;3022.9;2023
Крымский федеральный округ;1319.7;7230.5;947.3;129.5;108.4;247.3;1709.9;2759.3;1087;2014
Крымский федеральный округ;1319.7;7230.5;947.3;129.5;108.4;247.3;1709.9;2759.3;1087;2015
Курганская область;1486.8;4313.7;1309.5;97.6;45803;1245.8;358.3;592.1;683.9;2005
Курганская область;1966.4;4485.2;1359.9;89.7;48;1384;317.3;612;674.3;2006
Курганская область;1946.2;4494.6;1328.4;98.1;46.7;1455.9;305.9;676.6;583;2007
Курганская область;1990.1;4530.6;1418.2;91.7;47.1;1478.5;195.2;674.3;625.6;2008
Курганская область;1761.1;4100;1328.8;73.4;33;1236.3;196.2;610.7;621.6;2009
Курганская область;1864.9;4206.4;1329.4;73.5;31.4;1255.3;237.5;655.2;624.1;2010
Курганская область;2061.7;4306.6;1306.6;73.7;33.1;1341.9;244.1;654.9;652.3;2011
Курганская область;2160.4;4335;1076.3;68.6;33.6;1305.8;500;673.4;663;2012
Курганская область;2300.7;4148.3;1054.7;67.4;45869;1314.7;273.2;646.9;634.7;2013
Курганская область;3032.6;4428.2;1104.9;70.6;45687;1360.3;310.9;743.6;633.7;2014
Курганская область;3032.6;4428.2;1104.9;70.6;45687;1360.3;310.9;743.6;633.7;2015
Курганская область;3145.9;4297.8;1115.7;64.9;45771;1270.8;298.8;800.3;552.7;2016
Курганская область;3278.6;4359.5;1542.9;62.8;45864;858.1;298.3;817.7;568.5;2017
Курганская область;3278.6;4359.5;1542.9;62.8;45864;858.1;298.3;817.7;568.5;2018
Курганская область;3203.3;4145.8;1076.9;56.4;32.8;1147;306.1;839.4;503.2;2019
Курганская область;2563.2;3874.9;996.5;49.5;32.8;1014;265.4;870;474.1;2020
Курганская область;3138.1;3971;1030.1;44.4;45837;1033;263.7;894.7;501.9;2021
Курганская область;3188.5;4007.7;1028.1;55.1;45929;1024;264.7;920.6;513.5;2022
Курганская область;3032.3;4028.9;1067;47.4;30.2;985.1;285.9;941.1;498.7;2023
Курская область;28326;7822;5081.2;179.7;56.8;353.8;645.6;644.1;860.8;2005
Курская область;25632.8;8638.6;5439.6;179;61.2;320.7;589.1;734.8;1314.2;2006
Курская область;28753.5;8553.9;5404.3;156.3;64.2;269.5;664;749.8;1245.8;2007
Курская область;24135.6;7593.4;4895.5;141.6;65.1;361.6;593.8;799.9;735.9;2008
Курская область;28209.2;7467.1;4906.9;131.9;59.3;159.6;688.8;848;672.6;2009
Курская область;29443.3;7806.1;5177.8;123.7;48.6;196.8;728.1;879.1;652;2010
Курская область;30072.4;8055.9;5304.7;135.3;61.2;265.6;762.4;877.1;649.6;2011
Курская область;30568;8248.6;5384.3;152.4;57.8;257.9;728.800000000001;912.2;657.9;2012
Курская область;25043.2;7963.6;5178.7;150.5;55;234.5;728.9;822;669.1;2013
Курская область;30570.9;8451.3;5456.8;169.5;55.2;224.6;813;898.4;701.8;2014
Курская область;30570.9;8451.3;5456.8;169.5;55.2;224.6;813;898.4;701.8;2015
Курская область;28628.8;9436.3;5696.1;200.2;57.9;212.1;1224.4;981;813;2016
Курская область;29846;9225.2;5870.7;183.8;54.4;215.1;840.6;1016.5;792.2;2017
Курская область;29846;9225.2;5870.7;183.8;54.4;215.1;840.6;1016.5;792.2;2018
Курская область;25130.2;8706.7;5588.8;208.6;52.6;125.2;814.5;953.4;708.5;2019
Курская область;27714.1;8773.9;5679.4;236.4;47.4;120.5;701.4;1011.7;734.1;2020
Курская область;26482.1;9258.9;5705.1;283.7;49.8;195.9;853.2;1154.1;764.4;2021
Курская область;21801.2;8627.6;5235;286.2;51.5;209.4;709.9;1163.3;730.9;2022
Курская область;22324;8819.3;5425.8;286.2;52.9;236.1;713.4;1148.1;713.5;2023
Ленинградская область;37671.6;17510;7963.1;427;154.3;948.9;4796.6;1101.1;2119;2005
Ленинградская область;36966.8;20230.7;8794.4;398;119;951.1;6637.9;1734.3;1596;2006
Ленинградская область;38483.1;17045.1;8891.2;478.6;99.8;803.7;4756.5;4583.1;1363;2007
Ленинградская область;41547.1;16356.6;11046.6;468.6;95.5;146.6;2672.6;730.1;1196.6;2008
Ленинградская область;39085.2;17857.7;8924.6;328.7;102.1;1435.3;2522.4;1639.3;2905.3;2009
Ленинградская область;41774.5;19396.2;9912.3;625.7;188;1563.6;2234.6;1717.4;3154.6;2010
Ленинградская область;40854;19623.3;9796.4;581.4;182.5;1685.7;2337.7;1671.2;3368.4;2011
Ленинградская область;37935.1;20236;10322.4;602.1;176.8;1463.7;2406.7;1729.8;3346.9;2012
Ленинградская область;33883.5;20180.7;9332;604.3;189.9;1447.5;3143.6;1881.2;3370.7;2013
Ленинградская область;37953.7;20317.6;9761.2;604.9;206.8;1467;3113.6;1920.3;3025.2;2014
Ленинградская область;37953.7;20317.6;9761.2;604.9;206.8;1467;3113.6;1920.3;3025.2;2015
Ленинградская область;40767.8;19793.1;9572;996.2;235.6;1503.3;2589.2;2572.3;2051.3;2016
Ленинградская область;38083;19832.7;9381.5;969.1;315.2;1475.5;2587.4;2574.5;2079.4;2017
Ленинградская область;38083;19832.7;9381.5;969.1;315.2;1475.5;2587.4;2574.5;2079.4;2018
Ленинградская область;43785.2;21233.6;10051.8;1114.2;369.3;1720.9;2796.5;2631.8;2087.3;2019
Ленинградская область;40071.9;20844.9;9996.1;1009;339.8;1667.7;2655.3;2685.5;2052.1;2020
Ленинградская область;45225.6;22825.3;10662.4;1028.8;321.7;1741.2;3815.9;2783.1;2056.3;2021
Ленинградская область;44239.5;22804.8;10604.2;1006.9;327.1;1708.8;3869.9;2869.4;2004.8;2022
Ленинградская область;41498.4;23087.1;10840.2;995.2;324;1763.4;3850.7;2895.9;1996.1;2023
Липецкая область;4101.8;10114.7;7015.5;194.1;110.5;853.8;379.000000000001;795.6;766.2;2005
Липецкая область;4396.3;11698.8;8138.2;213;126.1;824.4;645.799999999999;915.8;835.5;2006
Липецкая область;4375.3;10597.7;7160.6;187.5;124.9;766;709.6;834.8;814.3;2007
Липецкая область;4474.5;10488.3;6962.4;189.8;140.8;765.1;725.4;873.9;830.9;2008
Липецкая область;4059.8;9255.5;6067.6;176.5;55.5;569.6;658.9;873.6;853.8;2009
Липецкая область;4383.6;10146.6;6801.4;180.7;61.8;657.9;644.2;923;877.6;2010
Липецкая область;4758.3;10679.9;7209.3;186.1;62.1;782.4;635.3;932.2;872.5;2011
Липецкая область;5348.6;11407.5;7944.2;187.1;63.7;721.6;368.299999999999;999.2;907.1;2012
Липецкая область;5279.6;11907.7;8142.8;207.5;67.9;865.8;474.8;1034.6;886.9;2013
Липецкая область;5084.8;12250.9;8568;208.2;70.2;751.8;505.199999999999;997.6;912.6;2014
Липецкая область;5084.8;12250.9;8568;208.2;70.2;751.8;505.2;997.6;912.6;2015
Липецкая область;5240.4;12637.6;8572.9;287.1;75.5;926.3;497.3;1133.3;897.9;2016
Липецкая область;5120.1;12789.3;8857.2;380.6;77.9;686.4;519.3;1131.3;851.3;2017
Липецкая область;5120.1;12789.3;8857.2;380.6;77.9;686.4;519.3;1131.3;851.3;2018
Липецкая область;5645.2;12514.6;8670.8;434.1;87;600.6;504.5;1089;845.9;2019
Липецкая область;5654.4;12635;8809.3;453.5;100.9;549.5;509.3;1120.3;805.2;2020
Липецкая область;5947.7;13099.8;9109.9;572.6;89.7;484.5;503.1;1158;900.9;2021
Липецкая область;5853.1;13371.2;9084.7;726.5;99.6;500.7;491.1;1207.4;909.2;2022
Липецкая область;5970.2;13763.6;9341.3;719.6;109.3;446.3;681.4;1229.1;883.7;2023
Магаданская область;2333;2175.5;1163.7;45670;45917;64.3;215.7;213.1;487.7;2005
Магаданская область;2312.1;2158.8;1203.6;45699;45794;57.4;205.9;202.6;460.6;2006
Магаданская область;2254.3;2124.9;1197.7;45790;45796;54.4;237;192.8;410;2007
Магаданская область;2232.6;2099.5;1089.7;45759;45793;50;271.6;197.2;462.1;2008
Магаданская область;2196.2;2060.5;1128.6;45815;45701;41.3;245;205;419.8;2009
Магаданская область;2245.1;2110.7;1225.6;45784;45702;40.1;241.5;193;388.8;2010
Магаданская область;2305.4;2163.2;1264.1;45875;45671;39.5;248.9;195.7;394.1;2011
Магаданская область;2307.2;2161.2;1267.5;45784;45699;40.7;216.1;219.5;398.4;2012
Магаданская область;2352.2;2205.5;1328.6;45846;45821;40.2;252.5;183.5;378.1;2013
Магаданская область;2257;2113.6;1284.9;45816;45797;45772;201.9;188.3;372.3;2014
Магаданская область;2257;2113.6;1284.9;45816;45797;45772;201.9;188.3;372.3;2015
Магаданская область;2330.1;2181.6;1351.4;45697;45736;45683;207.4;194;360.5;2016
Магаданская область;2425.4;2244;1423;45847;45919;45850;204.9;196;346.6;2017
Магаданская область;2425.4;2244;1423;45847;45919;45850;204.9;196;346.6;2018
Магаданская область;2967;2747.1;1878.2;45727;45924;45762;215.5;191.3;377.2;2019
Магаданская область;3024.2;2793;1931.5;45758;45772;45915;232.8;186;354.5;2020
Магаданская область;3023.8;2798.3;1914.5;45671;45712;45886;282.6;194.1;312.7;2021
Магаданская область;3114.8;2876.3;2017.6;45671;45737;16;268.2;201.5;301.9;2022
Магаданская область;3213.3;2985.3;2108.7;45763;45830;45734;277;199.3;304.8;2023
Московская область;23815.1;40735.4;17106.8;1365.2;633.8;2631.7;5578.8;6070.8;7348.3;2005
Московская область;25318.2;43469;17823.6;1422.1;719.7;2836.6;6696;6581.8;7389.2;2006
Московская область;25089.3;44134.8;19354;1341.5;837.5;3179.5;5303;7494.1;6625.2;2007
Московская область;27583.9;45055.5;19693.5;1369.9;975.5;3222.7;5332.1;7916;6545.8;2008
Московская область;26152.8;43363.8;20825.7;1078;737.8;2831;5187.2;7810.7;4893.4;2009
Московская область;30072;47100.4;20323.2;1091.2;745.3;2992.4;6040.3;8176.7;7731.3;2010
Московская область;31908.2;43583.7;18060.2;950.6;1004.1;3231.7;6360;8081.1;5896;2011
Московская область;28306.5;41762;16309.9;798.5;964.2;3453.8;3491.9;7325.9;6587.1;2012
Московская область;28287.3;41946.5;16561.5;831.1;1000.9;3529.7;3424.5;7335.9;6269.7;2013
Московская область;25575.9;42423.8;16519.2;780.5;1048.8;3541.2;3433.7;7459.7;6624.9;2014
Московская область;25575.9;42423.8;16519.2;780.5;1048.8;3541.2;3433.7;7459.7;6624.9;2015
Московская область;23520.6;43960.2;17182.1;878.2;1197.7;3820.1;3354.1;7934.9;6797.3;2016
Московская область;21151.5;47159.9;17586.5;1194.1;1156.3;3515.9;4283;8432.6;8161.2;2017
Московская область;21151.5;47159.9;17586.5;1194.1;1156.3;3515.9;4283;8432.6;8161.2;2018
Московская область;20688;49089.6;17750.8;1380.6;1297.1;3768.4;4345.9;10244.6;7414.3;2019
Московская область;18023.1;48737.2;17430.3;1457.6;1260.2;3691.9;4413.1;10321.9;7187.5;2020
Московская область;20478.6;50979.1;17657.7;1745.5;1257.2;3729.8;4796.3;11526.4;7077.7;2021
Московская область;21316.5;51222.8;17701.4;2000.8;1247.9;4358.8;4717.1;10648.9;7554;2022
Московская область;22089.4;51470.3;18767;2052;1239.1;3666.1;4229.9;11037;7723.5;2023
Мурманская область;17172.6;12624.8;8749.7;130.9;76.8;549.3;1400.9;739.6;977.6;2005
Мурманская область;17892.3;12923.9;8956.3;151.6;119.3;584.5;1699.2;730.3;682.7;2006
Мурманская область;17555.7;12888;8797.8;128.5;111.1;603.4;1851.7;1583.3;614.6;2007
Мурманская область;17870.6;12956.2;8929.2;122.3;70.8;572.3;1654.1;915.6;691.9;2008
Мурманская область;17204.3;12374.5;8385.9;103.4;70.5;564.6;1665.8;951.8;632.5;2009
Мурманская область;17898.8;12570.3;8707.5;89.9;48.2;591.8;1521.6;1027.8;583.5;2010
Мурманская область;17622.6;12428.8;8629.5;61.8;53;600.5;1520.2;942.1;621.7;2011
Мурманская область;17195.7;12552;8610.9;65.8;52.4;624.1;1060.2;996.8;752.4;2012
Мурманская область;16899;12324;8705.8;60.4;39.7;521.4;1040.4;940.5;594.2;2013
Мурманская область;16431.5;12252.1;8425.1;51.9;58.3;622.1;1140.8;951.7;736.9;2014
Мурманская область;16431.5;12252.1;8425.1;51.9;58.3;622.1;1140.8;951.7;736.9;2015
Мурманская область;17135.7;12351.5;8754.2;34;62.3;661.5;914.6;997.4;703;2016
Мурманская область;17453.9;12797.1;9156.2;53.5;55.3;641.6;960.6;1008.4;712.1;2017
Мурманская область;17453.9;12797.1;9156.2;53.5;55.3;641.6;960.6;1008.4;712.1;2018
Мурманская область;16679;12727.6;9280.7;45.8;66.5;632.4;777.6;1021.5;707.2;2019
Мурманская область;16503.4;12393.9;9115.3;49.4;88.9;610.4;662.1;998.7;671.3;2020
Мурманская область;16613.3;11981;8586.7;49.8;139.5;546.6;790.4;984.4;699.2;2021
Мурманская область;18227;11984.2;8557.4;51.7;119.3;435.1;789.6;951.6;878.4;2022
Мурманская область;18205.1;11937.5;8497.7;55.4;79.9;442.9;864.1;970.4;841.8;2023
Ненецкий автономный округ;1851.2;2254.5;2104.2;45812;45874;36.9;45891;41.3;45774;2019
Ненецкий автономный округ;1642.5;1962;1825.7;45720;45812;45900;45826;42.2;45800;2020
Ненецкий автономный округ;1761.8;2172.8;2038.9;45812;4;31.4;45924;44.2;45788;2021
Ненецкий автономный округ;2036.8;2390;2272.4;45751;45691;45744;45894;42.2;0.2;2022
Ненецкий автономный округ;2082.1;2429.5;2302.3;45751;45874;34.7;45803;42.5;0.2;2023
Нижегородская область;10194.8;20693;8617;355.6;173.7;4307.4;2556.1;2513.9;2169.3;2005
Нижегородская область;10667.6;21800.1;8969.4;342;169.1;4840.5;2859.2;2550.5;2069.4;2006
Нижегородская область;10537.5;21723.9;9213.6;330;257.9;4563.8;2636.6;2548.8;2173.2;2007
Нижегородская область;10993.5;21410.9;8331;297.3;230.3;4823.6;2557.3;2271.3;2900.1;2008
Нижегородская область;10659.8;19753.9;7827.3;287.5;145.7;4256.4;2243.9;2309.2;2683.9;2009
Нижегородская область;10042.5;21297.1;8784.8;273.8;125.3;4532.9;2521.2;2673.7;2385.4;2010
Нижегородская область;9772.6;22541.8;9196.6;265.3;128.2;4968.8;2642.5;2850.1;2490.3;2011
Нижегородская область;9464.5;22379.5;9585.7;250.3;135;4315.3;2477.3;2997.7;2415.3;2012
Нижегородская область;9857.4;22776.3;10439.2;227.1;162.7;3230.2;3156.9;2877.4;2132.7;2019
Нижегородская область;11121;20832;9581.5;212.3;158.4;2563.5;2908.3;2915.2;1958.2;2020
Нижегородская область;10988.7;21752.2;10303.2;219.5;166.9;2621.1;2866.3;3161;1852.7;2021
Нижегородская область;10783.7;20230.4;10032.2;227.5;167.9;2227.9;2079.9;3089.6;1837.8;2022
Нижегородская область;11044.1;20453;10843.1;217;153.8;2102.4;1720.7;3072.2;1821.1;2023
Новгородская область;946.7;3514.1;1628;62.9;45.5;455.2;328.7;429.1;564.7;2005
Новгородская область;871.3;3653.1;1712.4;49;44.4;488.7;367;417.5;574.1;2006
Новгородская область;928.1;3406.9;1581.8;45.3;41.5;465.9;320.3;270.3;547.4;2007
Новгородская область;940.5;3521.2;1626.1;51.8;37.7;457.6;323.6;426.3;598.1;2008
Новгородская область;664.9;3358.3;1503.8;67.5;34.1;416.7;289;440.5;606.7;2009
Новгородская область;737.7;3711.6;1656.2;86.1;39.1;470.2;300;514.7;645.3;2010
Новгородская область;680;4062.2;1748.7;89.2;39.4;610.8;387.1;576.2;610.8;2011
Новгородская область;1258.9;4294.7;1838.7;89.3;42.7;609.3;340.4;589.6;619.2;2012
Новгородская область;1588.8;4435.6;1877.1;93;50.3;757.3;334.5;588.1;563.2;2013
Новгородская область;1552.1;4080.9;1896.9;95.3;45807;489.8;346.4;549.2;502.2;2014
Новгородская область;1552.1;4080.9;1896.9;95.3;45807;489.8;346.4;549.2;502.2;2015
Новгородская область;1409.3;4518.8;2150.2;122.9;42.7;558.2;259.4;654.7;559.8;2016
Новгородская область;2041.2;4466.8;2003.7;123.6;39.1;507.5;392.8;681.2;511.1;2017
Новгородская область;2041.2;4466.8;2003.7;123.6;39.1;507.5;392.8;681.2;511.1;2018
Новгородская область;1678.3;4462.7;2131.2;112.4;29.2;534;295.4;604.2;554.8;2019
Новгородская область;2023.9;4528.4;2254.3;112.4;30;444.8;299.7;673.1;509.3;2020
Новгородская область;2060.1;4868;2399.1;119.9;45685;513.1;391.1;676.8;535.9;2021
Новгородская область;2301.8;4929.8;2378.1;121.9;45898;563.3;399.3;719.5;523;2022
Новгородская область;1922.1;4891.8;2422.3;105.9;45895;594;369.3;726.6;466.5;2023
Новосибирская область;13093.7;13799.4;4680.9;504;212.1;2304.3;1627.5;2512.7;1957.9;2005
Новосибирская область;12993.7;14256.7;4936;473.1;236.1;2247.8;2133.4;2703.9;1526.4;2006
Новосибирская область;12437.3;14292.7;4947.6;438.1;312.5;2269.6;2143.9;2701.8;1479.2;2007
Новосибирская область;26249.6;36266.1;25501.6;324.7;186.1;2231;2435.8;2739.4;2847.5;2008
Новосибирская область;13950.5;15192;5543.2;432.9;283.3;1997.1;2310.3;2963;1662.2;2009
Новосибирская область;15553.4;15232.6;5241.2;457.1;312.7;1994.2;2334.9;3069.9;1822.6;2010
Новосибирская область;13216;16497.7;5723.8;447.8;321.5;2025.4;2574.2;3072.7;2332.3;2011
Новосибирская область;14786.1;16167.4;5622.3;441;331.6;2028.4;2593.9;3134.6;1964.4;2012
Новосибирская область;13310.2;15546.1;4874.3;437.8;357.7;2077.8;2617;3313.6;1758.1;2013
Новосибирская область;14216.2;15939;4779.9;559.1;404.9;2211;1890.7;3266.3;2038.7;2014
Новосибирская область;14216.2;15939;4779.9;559.1;404.9;2211;1890.7;3266.3;2038.7;2015
Новосибирская область;14300.5;16125.9;4502.6;495.1;240.6;1913.2;2152.5;3499.3;2236.6;2016
Новосибирская область;13945.9;16137.4;4238.9;556.9;227.5;2070.8;2480.3;3563.8;2111.3;2017
Новосибирская область;13945.9;16137.4;4238.9;556.9;227.5;2070.8;2480.3;3563.8;2111.3;2018
Новосибирская область;13314;16496.8;4607;632.6;256.5;2190.1;2341.4;3728.7;1780.2;2019
Новосибирская область;12454.5;16056.3;4201.7;538.5;216.1;2275.9;2336.5;3751.9;1727.9;2020
Новосибирская область;12859.6;16925.6;4344.4;536.8;237.8;2432.1;2454.7;3963.5;1837.1;2021
Новосибирская область;14433.6;17672.9;4484.5;596.6;270.9;2715.1;2486.9;4057.7;1745;2022
Новосибирская область;13983.7;17708.3;4674.7;571.5;265.3;2507.8;2512;4233.2;1645.3;2023
Омская область;6180.6;9910.9;4494.4;401.7;163.1;1306;956;1308.8;1280.9;2005
Омская область;6348.6;10311.4;4613.1;298.1;157.7;1407.5;1215;1342.9;1277.1;2006
Омская область;6366.7;10427.7;4541.2;339.7;148.7;1361.4;1396.8;1426.4;1213.5;2007
Омская область;13605.7;14942.4;5031.1;446.2;337.1;2333.3;2393.5;2799.9;1601.3;2008
Омская область;6552.7;10111;4411.7;326.9;138.6;1192.6;1507.5;1506.6;1027.1;2009
Омская область;6916.1;10257.3;4357;320.4;137.4;1272.7;1520.7;1615.3;1033.8;2010
